index,file_path,file_id,consent_form_type,document_name,institution_source,document_type,completion_status,consent_type,purpose,target_population,notes,form_titles,primary_collector,collection_date,retrieval_source,retrieval_source_type,pdf_file_link,text_file_link
297,../data/clinical_forms//Tischler_ConsentForDentalTx.txt,1582,clinical,Tischler_ConsentForDentalTx,,,,,,,,,eu,,,,,
298,../data/clinical_forms//Iowa Institute of Human Genetics_Consent for Clinical DNA Sequencing FINAL Version.txt,1583,clinical,Iowa Institute of Human Genetics_Consent for Clinical DNA Sequencing FINAL Version,,,,,,,,,eu,,,,,
299,../data/clinical_forms//CarePoint_health-and-consent-adults-2017.txt,1584,clinical,CarePoint_health-and-consent-adults-2017,,,,,,,,,eu,,,,,
300,../data/clinical_forms//H0065Consents.txt,1585,clinical,H0065Consents,,,,,,,,,eu,,,,,
301,../data/clinical_forms//Cambridge_Consent_amalgamreplace.txt,1586,clinical,Cambridge_Consent_amalgamreplace,,,,,,,,,eu,,,,,
302,../data/clinical_forms//Cambridge_Consent_nitrous_oxide_2.txt,1587,clinical,Cambridge_Consent_nitrous_oxide_2,,,,,,,,,eu,,,,,
303,../data/clinical_forms//University of Colorado Health_Informed-Consent-for-Operation-or-Procedure.txt,1588,clinical,University of Colorado Health_Informed-Consent-for-Operation-or-Procedure,,,,,,,,,eu,,,,,
304,../data/clinical_forms//Emory Genetics Laboratory_molecular-testing-consent-form.txt,1589,clinical,Emory Genetics Laboratory_molecular-testing-consent-form,,,,,,,,,eu,,,,,
305,../data/clinical_forms//JFK Medical Center_Consent-for-Open-Heart-Surgery.txt,1590,clinical,JFK Medical Center_Consent-for-Open-Heart-Surgery,,,,,,,,,eu,,,,,
306,../data/clinical_forms//Summit_consent-admit_treat.txt,1591,clinical,Summit_consent-admit_treat,,,,,,,,,eu,,,,,
307,../data/clinical_forms//Family Medicine Specialists PC_flu shot consent 2017.txt,1592,clinical,Family Medicine Specialists PC_flu shot consent 2017,,,,,,,,,eu,,,,,
308,../data/clinical_forms//Copy of Illumina_Patient Informed Consent.txt,1593,clinical,Copy of Illumina_Patient Informed Consent,,,,,,,,,eu,,,,,
309,../data/clinical_forms//Lexington Clinic_MRI PatientConsent.txt,1594,clinical,Lexington Clinic_MRI PatientConsent,,,,,,,,,eu,,,,,
310,../data/clinical_forms//Cambridge_Consent maxillarysinuselevation.txt,1595,clinical,Cambridge_Consent maxillarysinuselevation,,,,,,,,,eu,,,,,
311,../data/clinical_forms//CarePoint_health-and-consent-peds-2017.txt,1596,clinical,CarePoint_health-and-consent-peds-2017,,,,,,,,,eu,,,,,
312,../data/clinical_forms//humanitarian-use-device-clinical-consent-1347568328.txt,1597,clinical,humanitarian-use-device-clinical-consent-1347568328,,,,,,,,,eu,,,,,
313,../data/clinical_forms//National Network for Oral Health Access_Extraction-of-Teeth-1-English.txt,1598,clinical,National Network for Oral Health Access_Extraction-of-Teeth-1-English,,,,,,,,,eu,,,,,
314,../data/clinical_forms//Midwife_Refusal_of_Induction_at_42_weeks.txt,1599,clinical,Midwife_Refusal_of_Induction_at_42_weeks,,,,,,,,,eu,,,,,
315,../data/clinical_forms//Cambridge_Consent_apicoectomiesandapicalsurgery.txt,1600,clinical,Cambridge_Consent_apicoectomiesandapicalsurgery,,,,,,,,,eu,,,,,
316,../data/clinical_forms//Hospice_Consent to treat.txt,1601,clinical,Hospice_Consent to treat,,,,,,,,,eu,,,,,
317,../data/clinical_forms//Mt-Carmel-East_consent-scheduling_induction.txt,1602,clinical,Mt-Carmel-East_consent-scheduling_induction,,,,,,,,,eu,,,,,
318,../data/clinical_forms//Pomona_Valley_consent_for_induction_filled_out_.txt,1603,clinical,Pomona_Valley_consent_for_induction_filled_out_,,,,,,,,,eu,,,,,
319,../data/clinical_forms//MARIJUANA_DOCTORS_medical-marijuana-consent-form_1.txt,1604,clinical,MARIJUANA_DOCTORS_medical-marijuana-consent-form_1,,,,,,,,,eu,,,,,
320,../data/clinical_forms//UIowa_Auth-Release-PHI.txt,1605,clinical,UIowa_Auth-Release-PHI,,,,,,,,,eu,,,,,
321,../data/clinical_forms//Artistic Dentistry_Root-canal-informed-consent.txt,1606,clinical,Artistic Dentistry_Root-canal-informed-consent,,,,,,,,,eu,,,,,
322,../data/clinical_forms//Cambridge_Consent_endodontics10.txt,1607,clinical,Cambridge_Consent_endodontics10,,,,,,,,,eu,,,,,
323,../data/clinical_forms//DECK DENTISTRY_New Patient Registration and Consent Form.txt,1608,clinical,DECK DENTISTRY_New Patient Registration and Consent Form,,,,,,,,,eu,,,,,
324,../data/clinical_forms//NHS_United_Kingdom_HPV_Vaccine_Consent_Form.txt,1609,clinical,NHS_United_Kingdom_HPV_Vaccine_Consent_Form,,,,,,,,,eu,,,,,
325,../data/clinical_forms//Sunrise_Crown+Choice+Consent.txt,1610,clinical,Sunrise_Crown+Choice+Consent,,,,,,,,,eu,,,,,
326,../data/clinical_forms//Onconto County WI_Vaccine Consent Form.txt,1611,clinical,Onconto County WI_Vaccine Consent Form,,,,,,,,,eu,,,,,
327,../data/clinical_forms//Illinois Bone and Joint Institute_MRI-Consent-form.txt,1612,clinical,Illinois Bone and Joint Institute_MRI-Consent-form,,,,,,,,,eu,,,,,
328,../data/clinical_forms//Cambridge_Consent_periodontaltherapy.txt,1613,clinical,Cambridge_Consent_periodontaltherapy,,,,,,,,,eu,,,,,
329,../data/clinical_forms//NCH_Consent upon admission.txt,1614,clinical,NCH_Consent upon admission,,,,,,,,,eu,,,,,
330,../data/clinical_forms//PremiereScan_MRI Consent Form.txt,1615,clinical,PremiereScan_MRI Consent Form,,,,,,,,,eu,,,,,
331,../data/clinical_forms//National Network for Oral Health Access_ENDO-Consent-Form-ENG.txt,1616,clinical,National Network for Oral Health Access_ENDO-Consent-Form-ENG,,,,,,,,,eu,,,,,
332,../data/clinical_forms//Kings Daughters Medical Center Clinic_hpv consent.txt,1617,clinical,Kings Daughters Medical Center Clinic_hpv consent,,,,,,,,,eu,,,,,
333,../data/clinical_forms//Cambridge_Consent_scalingrootplaning1.txt,1618,clinical,Cambridge_Consent_scalingrootplaning1,,,,,,,,,eu,,,,,
334,../data/clinical_forms//Artistic Dentistry_Whitening-informed-consent.txt,1619,clinical,Artistic Dentistry_Whitening-informed-consent,,,,,,,,,eu,,,,,
335,../data/clinical_forms//Hastings_and_Prince_Edward_Counties_Imm82HPVconsen.txt,1620,clinical,Hastings_and_Prince_Edward_Counties_Imm82HPVconsen,,,,,,,,,eu,,,,,
336,../data/clinical_forms//Artist Works_General Consent.txt,1621,clinical,Artist Works_General Consent,,,,,,,,,eu,,,,,
337,../data/clinical_forms//Penn Medicine_CVC Informed Consent Document.txt,1622,clinical,Penn Medicine_CVC Informed Consent Document,,,,,,,,,eu,,,,,
338,../data/clinical_forms//AllianceforDentalCare_updatedendoconsentform.txt,1623,clinical,AllianceforDentalCare_updatedendoconsentform,,,,,,,,,eu,,,,,
339,../data/clinical_forms//Mid America Imaging_MRI Joint-Consent.txt,1624,clinical,Mid America Imaging_MRI Joint-Consent,,,,,,,,,eu,,,,,
340,../data/clinical_forms//Halton_HPV_Grade_7_Male.txt,1625,clinical,Halton_HPV_Grade_7_Male,,,,,,,,,eu,,,,,
341,../data/clinical_forms//adult_CCGP_consent.txt,1626,clinical,adult_CCGP_consent,,,,,,,,,eu,,,,,
342,../data/clinical_forms//fvfiles_consent for blood.txt,1627,clinical,fvfiles_consent for blood,,,,,,,,,eu,,,,,
343,../data/clinical_forms//ZYSIK FAMILY DENTAL_GENERAL DENTISTRY CONSENT FORM.txt,1628,clinical,ZYSIK FAMILY DENTAL_GENERAL DENTISTRY CONSENT FORM,,,,,,,,,eu,,,,,
344,../data/clinical_forms//HSE Ireland_Influenza Vaccine Consent Form.txt,1629,clinical,HSE Ireland_Influenza Vaccine Consent Form,,,,,,,,,eu,,,,,
345,../data/clinical_forms//AdmissionConsentForm (2).txt,1630,clinical,AdmissionConsentForm (2),,,,,,,,,eu,,,,,
346,../data/clinical_forms//Refusal_to_Consent_to_Vaccinate_Child_Adoles_Redacted.txt,1631,clinical,Refusal_to_Consent_to_Vaccinate_Child_Adoles_Redacted,,,,,,,,,eu,,,,,
347,../data/clinical_forms//Mayo Clinic_Informed Consent for Genetic Testing.txt,1632,clinical,Mayo Clinic_Informed Consent for Genetic Testing,,,,,,,,,eu,,,,,
348,../data/clinical_forms//St Josephs_MRI IV Contrast Questionaire - English.txt,1633,clinical,St Josephs_MRI IV Contrast Questionaire - English,,,,,,,,,eu,,,,,
349,../data/clinical_forms//Sunrise_Sealant+Consent.txt,1634,clinical,Sunrise_Sealant+Consent,,,,,,,,,eu,,,,,
350,../data/clinical_forms//Cambridge_Consent_endodontics11.txt,1635,clinical,Cambridge_Consent_endodontics11,,,,,,,,,eu,,,,,
351,../data/clinical_forms//St. Michael_s_Informed consent for blood.txt,1636,clinical,St. Michael_s_Informed consent for blood,,,,,,,,,eu,,,,,
352,../data/clinical_forms//Sunrise_Nitrous+Oxide+Consent.txt,1637,clinical,Sunrise_Nitrous+Oxide+Consent,,,,,,,,,eu,,,,,
353,../data/clinical_forms//Artistic Dentistry_Extraction-informed-consent.txt,1638,clinical,Artistic Dentistry_Extraction-informed-consent,,,,,,,,,eu,,,,,
354,../data/clinical_forms//DECK DENTISTRY_Consent for Orthodontic Treatment.txt,1639,clinical,DECK DENTISTRY_Consent for Orthodontic Treatment,,,,,,,,,eu,,,,,
355,../data/clinical_forms//Caristas_Obstetric-Consent-Form.txt,1640,clinical,Caristas_Obstetric-Consent-Form,,,,,,,,,eu,,,,,
356,../data/clinical_forms//Tischler_EndodonticTx_RC_.txt,1641,clinical,Tischler_EndodonticTx_RC_,,,,,,,,,eu,,,,,
357,../data/clinical_forms//CHMC_Per-Consent-Rev.txt,1642,clinical,CHMC_Per-Consent-Rev,,,,,,,,,eu,,,,,
358,../data/clinical_forms//Copy of JFK Medical Center_Consent-for-Open-Heart-Surgery.txt,1643,clinical,Copy of JFK Medical Center_Consent-for-Open-Heart-Surgery,,,,,,,,,eu,,,,,
359,../data/clinical_forms//Copy of Animas Surgical_ASHConsent.txt,1644,clinical,Copy of Animas Surgical_ASHConsent,,,,,,,,,eu,,,,,
360,../data/clinical_forms//PeachTree_IVSedationConsentForms.txt,1645,clinical,PeachTree_IVSedationConsentForms,,,,,,,,,eu,,,,,
361,../data/clinical_forms//Kent_Community_Health_Childhood-flu-consent-form-2.txt,1646,clinical,Kent_Community_Health_Childhood-flu-consent-form-2,,,,,,,,,eu,,,,,
362,../data/clinical_forms//Copy of Iowa Institute of Human Genetics_Consent for Clinical DNA Sequencing FINAL Version.txt,1647,clinical,Copy of Iowa Institute of Human Genetics_Consent for Clinical DNA Sequencing FINAL Version,,,,,,,,,eu,,,,,
363,../data/clinical_forms//Palm_Beach_OBGYN_Obstetric_Consent.txt,1648,clinical,Palm_Beach_OBGYN_Obstetric_Consent,,,,,,,,,eu,,,,,
364,../data/clinical_forms//Cambridge_Consent_oralsurgery8.txt,1649,clinical,Cambridge_Consent_oralsurgery8,,,,,,,,,eu,,,,,
365,../data/clinical_forms//Queensland_medical_imaging_55.txt,1650,clinical,Queensland_medical_imaging_55,,,,,,,,,eu,,,,,
366,../data/clinical_forms//AllianceforDentalCare_updatedridgepresconsentform.txt,1651,clinical,AllianceforDentalCare_updatedridgepresconsentform,,,,,,,,,eu,,,,,
367,../data/clinical_forms//Hartford_consentfordentaltreatment.txt,1652,clinical,Hartford_consentfordentaltreatment,,,,,,,,,eu,,,,,
368,../data/clinical_forms//General_dental-photography-consent-form.txt,1653,clinical,General_dental-photography-consent-form,,,,,,,,,eu,,,,,
369,../data/clinical_forms//Maddison_ovulation induction.txt,1654,clinical,Maddison_ovulation induction,,,,,,,,,eu,,,,,
370,../data/clinical_forms//Kathy Nordgren_Acupuncture.txt,1655,clinical,Kathy Nordgren_Acupuncture,,,,,,,,,eu,,,,,
371,../data/clinical_forms//Triangle_Form-Request and Consent for Dental Treatment_ENGLISH.txt,1656,clinical,Triangle_Form-Request and Consent for Dental Treatment_ENGLISH,,,,,,,,,eu,,,,,
372,../data/clinical_forms//SmileShapers_general_dentistry_informed_consent.txt,1657,clinical,SmileShapers_general_dentistry_informed_consent,,,,,,,,,eu,,,,,
373,../data/clinical_forms//Copy of Avera_Informed-Consent-Pharmacogenetics.txt,1658,clinical,Copy of Avera_Informed-Consent-Pharmacogenetics,,,,,,,,,eu,,,,,
374,../data/clinical_forms//Cambridge_Consent_oralsurgery9.txt,1659,clinical,Cambridge_Consent_oralsurgery9,,,,,,,,,eu,,,,,
375,../data/clinical_forms//Schwieterman_Pharmacies_consent-form-hpv-gardasil-.txt,1660,clinical,Schwieterman_Pharmacies_consent-form-hpv-gardasil-,,,,,,,,,eu,,,,,
376,../data/clinical_forms//Northwest Missouri State University_Vaccination ConsentFormMMR.txt,1661,clinical,Northwest Missouri State University_Vaccination ConsentFormMMR,,,,,,,,,eu,,,,,
377,../data/clinical_forms//Niagra Region_HPV Vaccination Consent Form.txt,1662,clinical,Niagra Region_HPV Vaccination Consent Form,,,,,,,,,eu,,,,,
378,../data/clinical_forms//Michigan_Informed Consent for Genetic Testing.txt,1663,clinical,Michigan_Informed Consent for Genetic Testing,,,,,,,,,eu,,,,,
379,../data/clinical_forms//States_of_Guernsey_HPV_consent.txt,1664,clinical,States_of_Guernsey_HPV_consent,,,,,,,,,eu,,,,,
380,../data/clinical_forms//Lotus Root_Acupuncture.txt,1665,clinical,Lotus Root_Acupuncture,,,,,,,,,eu,,,,,
381,../data/clinical_forms//Benzie-Leelanau_District_Health_Department_Immuniz.txt,1666,clinical,Benzie-Leelanau_District_Health_Department_Immuniz,,,,,,,,,eu,,,,,
382,../data/clinical_forms//Rite_Aid_Vaccine_Screening_and_Consent_Form.txt,1667,clinical,Rite_Aid_Vaccine_Screening_and_Consent_Form,,,,,,,,,eu,,,,,
383,../data/clinical_forms//Cambridge_Consent_CT_scan.txt,1668,clinical,Cambridge_Consent_CT_scan,,,,,,,,,eu,,,,,
384,../data/clinical_forms//GenericConsent_Complete_All-diagrams__Redacted.txt,1669,clinical,GenericConsent_Complete_All-diagrams__Redacted,,,,,,,,,eu,,,,,
385,../data/clinical_forms//National Network for Oral Health Access_Refusal-of-Recommended-Treatment-English.txt,1670,clinical,National Network for Oral Health Access_Refusal-of-Recommended-Treatment-English,,,,,,,,,eu,,,,,
386,../data/clinical_forms//Gene Dx_DNA Testing.txt,1671,clinical,Gene Dx_DNA Testing,,,,,,,,,eu,,,,,
387,../data/clinical_forms//DesertPearl Dentistry)Patient Info Sharing Consent.txt,1672,clinical,DesertPearl Dentistry)Patient Info Sharing Consent,,,,,,,,,eu,,,,,
388,../data/clinical_forms//National Network for Oral Health Access_Denture-Treatment-Consent-Form.txt,1673,clinical,National Network for Oral Health Access_Denture-Treatment-Consent-Form,,,,,,,,,eu,,,,,
389,../data/clinical_forms//Sunrise_Whitening+consent.txt,1674,clinical,Sunrise_Whitening+consent,,,,,,,,,eu,,,,,
390,../data/clinical_forms//BrushyCreek_AcknowledgementDisclosureConsent.txt,1675,clinical,BrushyCreek_AcknowledgementDisclosureConsent,,,,,,,,,eu,,,,,
391,../data/clinical_forms//Lotus_Root_Acupuncture.txt,1676,clinical,Lotus_Root_Acupuncture,,,,,,,,,eu,,,,,
392,../data/clinical_forms//Capitol Region Education Council_Flu Vaccine consent 2016.txt,1677,clinical,Capitol Region Education Council_Flu Vaccine consent 2016,,,,,,,,,eu,,,,,
393,../data/clinical_forms//National Network for Oral Health Access_Extraction-of-Teeth-2-English.txt,1678,clinical,National Network for Oral Health Access_Extraction-of-Teeth-2-English,,,,,,,,,eu,,,,,
394,../data/clinical_forms//DECK DENTISTRY_Consent for Bone Graft Surgery.txt,1679,clinical,DECK DENTISTRY_Consent for Bone Graft Surgery,,,,,,,,,eu,,,,,
395,../data/clinical_forms//HealthHub_Form HPV Vaccination Consent.txt,1680,clinical,HealthHub_Form HPV Vaccination Consent,,,,,,,,,eu,,,,,
396,../data/clinical_forms//UIowa_Consent-to-email-PHI.txt,1681,clinical,UIowa_Consent-to-email-PHI,,,,,,,,,eu,,,,,
397,../data/clinical_forms//Oklahoma_Abortion_Parental_Consent_form.txt,1682,clinical,Oklahoma_Abortion_Parental_Consent_form,,,,,,,,,eu,,,,,
398,../data/clinical_forms//National Network for Oral Health Access_Treatment-by-Student-English.txt,1683,clinical,National Network for Oral Health Access_Treatment-by-Student-English,,,,,,,,,eu,,,,,
399,../data/clinical_forms//New York City Health and Hospitals Corporation_IVContrastScanConsentKCH.txt,1684,clinical,New York City Health and Hospitals Corporation_IVContrastScanConsentKCH,,,,,,,,,eu,,,,,
400,../data/clinical_forms//Health Images_INFORMED CONSENT FOR MRI WITH OR WITHOUT CONTRAST.txt,1685,clinical,Health Images_INFORMED CONSENT FOR MRI WITH OR WITHOUT CONTRAST,,,,,,,,,eu,,,,,
401,../data/clinical_forms//Open MRI_MRI Contrast Consent Form.txt,1686,clinical,Open MRI_MRI Contrast Consent Form,,,,,,,,,eu,,,,,
402,../data/clinical_forms//AllianceforDentalCare_updatedimplantconsentform.txt,1687,clinical,AllianceforDentalCare_updatedimplantconsentform,,,,,,,,,eu,,,,,
403,../data/clinical_forms//OUMed_admission and outpatient.txt,1688,clinical,OUMed_admission and outpatient,,,,,,,,,eu,,,,,
404,../data/clinical_forms//Cambridge_Consent_occlusal_equilibration.txt,1689,clinical,Cambridge_Consent_occlusal_equilibration,,,,,,,,,eu,,,,,
405,../data/clinical_forms//BAYLOR MIRACA GENETICS LABORATORIES_genetictestingconsent0215.txt,1690,clinical,BAYLOR MIRACA GENETICS LABORATORIES_genetictestingconsent0215,,,,,,,,,eu,,,,,
406,../data/clinical_forms//_Restrictions_Copy of Tufts Medical Center_genetic consent form v2.txt,1691,clinical,_Restrictions_Copy of Tufts Medical Center_genetic consent form v2,,,,,,,,,eu,,,,,
407,../data/clinical_forms//Cambridge_Consent_pulpotomy.txt,1692,clinical,Cambridge_Consent_pulpotomy,,,,,,,,,eu,,,,,
408,../data/clinical_forms//Cambridge_Consent_compositefillings.txt,1693,clinical,Cambridge_Consent_compositefillings,,,,,,,,,eu,,,,,
409,../data/clinical_forms//Believe Midwifery_PROM-Informed-Consent-Form.txt,1694,clinical,Believe Midwifery_PROM-Informed-Consent-Form,,,,,,,,,eu,,,,,
410,../data/clinical_forms//Cambridge_Consent_endodontics9.txt,1695,clinical,Cambridge_Consent_endodontics9,,,,,,,,,eu,,,,,
411,../data/clinical_forms//Equinox_natropath.txt,1696,clinical,Equinox_natropath,,,,,,,,,eu,,,,,
412,../data/clinical_forms//Illumina_Patient Informed Consent.txt,1697,clinical,Illumina_Patient Informed Consent,,,,,,,,,eu,,,,,
413,../data/clinical_forms//Sunrise_Space+Maintainer+Consent.txt,1698,clinical,Sunrise_Space+Maintainer+Consent,,,,,,,,,eu,,,,,
414,../data/clinical_forms//ART_SCIENCE_Induction_of_labor.txt,1699,clinical,ART_SCIENCE_Induction_of_labor,,,,,,,,,eu,,,,,
415,../data/clinical_forms//RL_Informed Consent for Treatment.txt,1700,clinical,RL_Informed Consent for Treatment,,,,,,,,,eu,,,,,
416,../data/clinical_forms//National Network for Oral Health Access_Consent-for-Extraction-of-Teeth.txt,1701,clinical,National Network for Oral Health Access_Consent-for-Extraction-of-Teeth,,,,,,,,,eu,,,,,
417,../data/clinical_forms//They Physician Network_Varicella Immunization Consent.txt,1702,clinical,They Physician Network_Varicella Immunization Consent,,,,,,,,,eu,,,,,
418,../data/clinical_forms//Lenox Hill_Transfusion Consent.txt,1703,clinical,Lenox Hill_Transfusion Consent,,,,,,,,,eu,,,,,
419,../data/clinical_forms//Copy of Highland Hospital_Device Implant Consent.txt,1704,clinical,Copy of Highland Hospital_Device Implant Consent,,,,,,,,,eu,,,,,
420,../data/clinical_forms//Texas_HHS_Addendum_to_HPV_Vaccine_Consent.txt,1705,clinical,Texas_HHS_Addendum_to_HPV_Vaccine_Consent,,,,,,,,,eu,,,,,
421,../data/clinical_forms//DECK DENTISTRY_Consent for Crown and Bridge Treatment.txt,1706,clinical,DECK DENTISTRY_Consent for Crown and Bridge Treatment,,,,,,,,,eu,,,,,
422,../data/clinical_forms//UTSouthwestern_patient-consent-for-ngs-form.txt,1707,clinical,UTSouthwestern_patient-consent-for-ngs-form,,,,,,,,,eu,,,,,
423,../data/clinical_forms//Health One_SWEDEN_Blood+Products+Consent.txt,1708,clinical,Health One_SWEDEN_Blood+Products+Consent,,,,,,,,,eu,,,,,
424,../data/clinical_forms//Valley_Hosptial_Consent_for_OB_Deliveries-Rev_2-06.txt,1709,clinical,Valley_Hosptial_Consent_for_OB_Deliveries-Rev_2-06,,,,,,,,,eu,,,,,
425,../data/clinical_forms//Reboot Center_Consent-Form.txt,1710,clinical,Reboot Center_Consent-Form,,,,,,,,,eu,,,,,
426,../data/clinical_forms//Oklahoma_Abortion Parental Consent form.txt,1711,clinical,Oklahoma_Abortion Parental Consent form,,,,,,,,,eu,,,,,
427,../data/clinical_forms//Mt-Carmel-East_consent-scheduling induction.txt,1712,clinical,Mt-Carmel-East_consent-scheduling induction,,,,,,,,,eu,,,,,
428,../data/clinical_forms//Cambridge_Consent_endoretreatment.txt,1713,clinical,Cambridge_Consent_endoretreatment,,,,,,,,,eu,,,,,
429,../data/clinical_forms//Stony Brook Medicine_CVC Note and Consent.txt,1714,clinical,Stony Brook Medicine_CVC Note and Consent,,,,,,,,,eu,,,,,
430,../data/clinical_forms//Capitol_Region_Education_Council_Flu_Vaccine_conse.txt,1715,clinical,Capitol_Region_Education_Council_Flu_Vaccine_conse,,,,,,,,,eu,,,,,
431,../data/clinical_forms//Durango_Papoose-Consent.txt,1716,clinical,Durango_Papoose-Consent,,,,,,,,,eu,,,,,
432,../data/clinical_forms//Fraser Health_Regional Consent for Health Care Form.txt,1717,clinical,Fraser Health_Regional Consent for Health Care Form,,,,,,,,,eu,,,,,
433,../data/clinical_forms//Comprehensive Diagnostic Imaging_MRI-Contrast-Consent-Form.txt,1718,clinical,Comprehensive Diagnostic Imaging_MRI-Contrast-Consent-Form,,,,,,,,,eu,,,,,
434,../data/clinical_forms//William_and_Mary_Informed_Consent_to_Receive_Vacci.txt,1719,clinical,William_and_Mary_Informed_Consent_to_Receive_Vacci,,,,,,,,,eu,,,,,
435,../data/clinical_forms//Premier Dental_Conscious Sedation Informed Consent Form.txt,1720,clinical,Premier Dental_Conscious Sedation Informed Consent Form,,,,,,,,,eu,,,,,
436,../data/clinical_forms//OU_Induction consent-form.txt,1721,clinical,OU_Induction consent-form,,,,,,,,,eu,,,,,
437,../data/clinical_forms//Costco_Immunization consent form (2012).txt,1722,clinical,Costco_Immunization consent form (2012),,,,,,,,,eu,,,,,
438,../data/clinical_forms//NHS_United Kingdom_HPV Vaccine Consent Form.txt,1723,clinical,NHS_United Kingdom_HPV Vaccine Consent Form,,,,,,,,,eu,,,,,
439,../data/clinical_forms//The American College of Surgeons_Appendectomy-Note with Pre and Post Instru.txt,1724,clinical,The American College of Surgeons_Appendectomy-Note with Pre and Post Instru,,,,,,,,,eu,,,,,
440,../data/clinical_forms//CHMC_Per-Consent-Rev (1).txt,1725,clinical,CHMC_Per-Consent-Rev (1),,,,,,,,,eu,,,,,
441,../data/clinical_forms//New_York_City_Health_and_Hospitals_Corporation_DNR.txt,1726,clinical,New_York_City_Health_and_Hospitals_Corporation_DNR,,,,,,,,,eu,,,,,
442,../data/clinical_forms//University of Pennsylvania Health System_paracentesis.txt,1727,clinical,University of Pennsylvania Health System_paracentesis,,,,,,,,,eu,,,,,
443,../data/clinical_forms//Integrated Genetics_Informed Consent for Genetic Testing.txt,1728,clinical,Integrated Genetics_Informed Consent for Genetic Testing,,,,,,,,,eu,,,,,
444,../data/clinical_forms//National Network for Oral Health Access_Treatment-by-Extern-Dentist-English.txt,1729,clinical,National Network for Oral Health Access_Treatment-by-Extern-Dentist-English,,,,,,,,,eu,,,,,
445,../data/clinical_forms//Gulf Coast MRI and Diagnostic_mri-contrast-consent-form.txt,1730,clinical,Gulf Coast MRI and Diagnostic_mri-contrast-consent-form,,,,,,,,,eu,,,,,
446,../data/clinical_forms//ART & SCIENCE_Induction of labor.txt,1731,clinical,ART & SCIENCE_Induction of labor,,,,,,,,,eu,,,,,
447,../data/clinical_forms//UCLA_Blood-Consent.txt,1732,clinical,UCLA_Blood-Consent,,,,,,,,,eu,,,,,
448,../data/clinical_forms//3262-Informed Consent Central Venous Catheter Placement.txt,1733,clinical,3262-Informed Consent Central Venous Catheter Placement,,,,,,,,,eu,,,,,
449,../data/clinical_forms//Toronto Public Health_School Vaccination Consent Form (1).txt,1734,clinical,Toronto Public Health_School Vaccination Consent Form (1),,,,,,,,,eu,,,,,
450,../data/clinical_forms//Avera_Informed-Consent-Pharmacogenetics.txt,1735,clinical,Avera_Informed-Consent-Pharmacogenetics,,,,,,,,,eu,,,,,
451,../data/clinical_forms//Athena Diagnostics_NeuromeConsent.txt,1736,clinical,Athena Diagnostics_NeuromeConsent,,,,,,,,,eu,,,,,
452,../data/clinical_forms//University of California San Francisco_Immunization Consent Form.txt,1737,clinical,University of California San Francisco_Immunization Consent Form,,,,,,,,,eu,,,,,
453,../data/clinical_forms//Walmart_Vaccine_Administration_Record_and_Informed.txt,1738,clinical,Walmart_Vaccine_Administration_Record_and_Informed,,,,,,,,,eu,,,,,
454,../data/clinical_forms//National Network for Oral Health Access_Dental-Treatment-English.txt,1739,clinical,National Network for Oral Health Access_Dental-Treatment-English,,,,,,,,,eu,,,,,
455,../data/clinical_forms//Stanford_immunization consent form.txt,1740,clinical,Stanford_immunization consent form,,,,,,,,,eu,,,,,
456,../data/clinical_forms//Children’s Dentistry of Baytown_Ped Informed Consent.txt,1741,clinical,Children’s Dentistry of Baytown_Ped Informed Consent,,,,,,,,,eu,,,,,
457,../data/clinical_forms//Icahn School of Medicine at Mount Sinai_Counsyl-Consent.txt,1742,clinical,Icahn School of Medicine at Mount Sinai_Counsyl-Consent,,,,,,,,,eu,,,,,
458,../data/clinical_forms//Cambridge_Consent_cosmetic2.txt,1743,clinical,Cambridge_Consent_cosmetic2,,,,,,,,,eu,,,,,
459,../data/clinical_forms//New_York_City_Health_and_Hospitals_Corporation_Tho.txt,1744,clinical,New_York_City_Health_and_Hospitals_Corporation_Tho,,,,,,,,,eu,,,,,
460,../data/clinical_forms//NHS_United Kingdom_Investigation or Treatment.txt,1745,clinical,NHS_United Kingdom_Investigation or Treatment,,,,,,,,,eu,,,,,
461,../data/clinical_forms//Henry_Ford_Induction.txt,1746,clinical,Henry_Ford_Induction,,,,,,,,,eu,,,,,
462,../data/clinical_forms//Queensland_AUSTRALIA_ Immunization Consent Form HPV and TDaP.txt,1747,clinical,Queensland_AUSTRALIA_ Immunization Consent Form HPV and TDaP,,,,,,,,,eu,,,,,
463,../data/clinical_forms//MISH Hospital_MRI-Patient-Screening-Form.txt,1748,clinical,MISH Hospital_MRI-Patient-Screening-Form,,,,,,,,,eu,,,,,
464,../data/clinical_forms//Oregon Health and Science University)Blood-Transfusion-Consent.txt,1749,clinical,Oregon Health and Science University)Blood-Transfusion-Consent,,,,,,,,,eu,,,,,
465,../data/clinical_forms//DHHS_TANSANIA_HPV Consent.txt,1750,clinical,DHHS_TANSANIA_HPV Consent,,,,,,,,,eu,,,,,
466,../data/clinical_forms//Excel Imaging_MRI Consent.txt,1751,clinical,Excel Imaging_MRI Consent,,,,,,,,,eu,,,,,
